time,latitude,longitude,depth,magnitude,region,rms,gap,dmin,nst,horizontalError,depthError,magError,magNst
2019-02-12 16:00:00,-6.6172,106.6618,53.74,2.27,Sumatra Fault,0.276,65.7,3.743,59,15.68,11.22,0.306,55
2019-02-12 20:00:00,28.9331,146.2873,20.11,3.63,Pacific Ring,0.172,184.1,1.74,84,2.24,2.08,0.208,43
2019-02-12 21:00:00,19.7608,-56.4301,11.81,2.7,Caribbean Arc,0.779,294.0,4.754,77,7.14,9.09,0.163,73
2019-02-13 03:00:00,14.9467,-64.2505,32.0,2.54,Caribbean Arc,0.565,206.0,3.635,60,10.56,2.17,0.458,74
2019-02-13 11:00:00,31.0953,-93.2497,6.34,2.28,New Madrid Zone,0.181,315.5,4.143,92,9.63,6.43,0.218,23
2019-02-14 00:00:00,17.9956,-61.3808,14.46,3.54,Caribbean Arc,1.134,178.2,2.274,102,14.2,0.59,0.155,70
2019-02-14 02:00:00,56.6166,-170.4873,30.2,2.62,Aleutian Arc,0.974,244.2,2.443,9,13.16,12.65,0.363,66
2019-02-14 17:00:00,31.5077,149.0966,49.91,3.68,Pacific Ring,0.787,146.7,2.973,56,4.83,10.89,0.062,43
2019-02-15 05:00:00,-3.475,104.4786,35.56,2.29,Sumatra Fault,0.602,31.8,1.422,80,12.99,1.2,0.151,46
2019-02-15 13:00:00,-1.9259,104.239,32.92,2.63,Sumatra Fault,1.078,305.0,4.389,82,7.01,9.95,0.433,51
2019-02-16 10:00:00,34.1074,149.1865,49.7,2.14,Pacific Ring,0.816,306.5,1.776,101,8.57,12.81,0.146,39
2019-02-16 19:00:00,-5.9818,106.4806,58.49,3.0,Sumatra Fault,0.917,326.4,1.895,20,13.9,9.88,0.011,68
2019-02-17 05:00:00,22.9135,84.5665,32.47,2.25,Himalayan Belt,0.358,38.8,2.943,101,0.45,0.83,0.291,66
2019-02-17 13:00:00,45.0919,-117.0821,10.02,2.26,Cascadia Zone,1.104,136.3,2.292,22,8.16,1.64,0.271,10
2019-02-19 08:00:00,51.834,-173.3172,71.82,2.96,Aleutian Arc,1.109,188.7,3.026,58,16.59,12.46,0.358,11
2019-02-19 16:00:00,-6.807,98.0281,27.71,3.08,Sumatra Fault,0.606,304.5,2.127,110,10.01,6.04,0.378,8
2019-02-20 10:00:00,25.2598,146.5281,38.81,2.09,Pacific Ring,0.573,45.7,0.967,109,0.48,9.84,0.198,54
2019-02-20 13:00:00,26.483,153.5534,40.25,2.22,Pacific Ring,1.397,30.6,2.318,41,13.34,12.61,0.187,35
2019-02-20 19:00:00,26.5705,147.0186,21.59,3.24,Pacific Ring,0.713,246.2,2.25,109,15.41,4.17,0.074,71
2019-02-20 20:00:00,32.4938,151.9531,36.51,3.0,Pacific Ring,1.258,123.0,2.683,33,13.95,14.63,0.403,50
2019-02-20 21:00:00,42.4181,29.8427,28.64,3.02,Anatolian Fault,1.283,148.9,3.667,78,14.31,5.22,0.47,46
2019-02-20 23:00:00,38.3022,-90.3518,14.61,2.75,New Madrid Zone,1.082,203.6,1.8,109,0.52,4.81,0.038,62
2019-02-21 08:00:00,15.9356,-65.2692,28.67,6.77,Caribbean Arc,1.21,319.6,4.719,115,10.48,14.66,0.381,15
2019-02-23 02:00:00,38.3957,-85.2215,5.15,6.57,New Madrid Zone,1.31,326.8,0.021,110,16.6,13.84,0.097,62
2019-02-23 08:00:00,-5.6711,105.4042,27.92,2.33,Sumatra Fault,1.435,227.0,3.584,17,3.96,12.17,0.288,6
2019-02-24 02:00:00,34.5156,-84.1375,9.57,2.14,New Madrid Zone,0.697,234.4,2.589,48,11.28,12.6,0.421,58
2019-02-24 10:00:00,47.3054,-122.9183,29.07,2.16,Cascadia Zone,0.882,185.2,1.339,51,0.8,0.65,0.057,47
2019-02-24 11:00:00,19.8981,-61.7482,25.17,3.25,Caribbean Arc,0.411,83.5,1.928,27,18.54,10.74,0.45,68
2019-02-24 12:00:00,28.9653,154.5783,25.7,2.42,Pacific Ring,0.129,109.0,0.242,22,7.32,0.41,0.379,64
2019-02-24 14:00:00,15.5306,-63.743,32.77,3.32,Caribbean Arc,1.476,78.6,3.861,116,14.54,10.02,0.453,23
2019-02-24 14:00:00,-5.0347,105.3391,30.8,2.07,Sumatra Fault,0.475,113.2,3.356,30,13.57,1.46,0.082,42
2019-02-24 15:00:00,19.9359,-58.4589,24.56,2.06,Caribbean Arc,0.518,180.8,2.491,7,18.87,8.19,0.02,57
2019-02-25 00:00:00,40.6016,34.2481,15.03,2.02,Anatolian Fault,0.918,69.9,4.42,26,10.49,7.73,0.306,28
2019-02-25 03:00:00,33.0353,-85.6663,8.06,2.34,New Madrid Zone,0.321,334.6,3.014,78,19.09,3.54,0.013,49
2019-02-25 11:00:00,25.8903,147.1539,39.09,3.94,Pacific Ring,1.083,307.3,0.598,55,17.03,5.62,0.142,60
2019-02-25 12:00:00,19.6808,-58.1018,32.84,2.1,Caribbean Arc,0.126,276.3,1.398,20,3.72,9.65,0.222,75
2019-02-25 23:00:00,36.3499,-93.7682,16.88,3.16,New Madrid Zone,0.402,106.6,2.887,68,5.55,10.44,0.446,6
2019-02-26 03:00:00,26.1141,86.8467,35.37,3.63,Himalayan Belt,1.272,331.9,1.189,83,14.96,4.65,0.243,10
2019-02-26 04:00:00,35.5113,-86.813,13.79,2.81,New Madrid Zone,0.75,101.1,4.575,43,19.05,8.04,0.319,44
2019-02-26 07:00:00,49.6478,-170.7051,50.44,3.53,Aleutian Arc,1.251,127.6,2.226,93,12.55,4.69,0.199,26
2019-02-26 12:00:00,36.9838,-88.3542,10.94,2.04,New Madrid Zone,0.961,167.3,2.075,16,7.01,7.94,0.048,8
2019-02-26 12:00:00,31.1909,78.9941,16.98,2.62,Himalayan Belt,0.186,268.4,2.79,11,9.41,0.68,0.184,30
2019-02-26 13:00:00,26.0401,80.6285,43.55,2.97,Himalayan Belt,0.761,191.2,4.944,87,10.44,6.54,0.459,52
2019-02-26 15:00:00,48.3393,-119.2602,29.62,2.31,Cascadia Zone,0.926,264.6,1.603,17,14.36,4.57,0.092,14
2019-02-27 02:00:00,49.294,-125.0921,30.18,3.29,Cascadia Zone,0.524,63.5,1.921,28,12.92,14.92,0.016,44
2019-02-27 17:00:00,12.1907,-56.7387,27.15,2.13,Caribbean Arc,1.498,84.6,3.056,53,17.72,11.35,0.303,3
2019-02-28 09:00:00,44.1524,-122.4852,14.83,3.69,Cascadia Zone,0.274,348.2,2.244,24,17.9,3.54,0.464,12
2019-02-28 14:00:00,49.2949,-117.0193,30.96,2.98,Cascadia Zone,1.054,329.4,1.067,34,3.07,11.08,0.209,7
2019-03-01 13:00:00,49.0257,-171.0727,57.67,2.84,Aleutian Arc,1.302,243.4,4.191,103,14.99,6.64,0.309,15
2019-03-02 06:00:00,30.4081,83.7602,26.49,2.2,Himalayan Belt,0.268,72.8,2.118,33,17.7,14.42,0.349,65
2019-03-02 15:00:00,14.7194,-65.8202,12.37,3.12,Caribbean Arc,1.072,279.2,4.253,20,9.16,14.21,0.388,12
2019-03-02 20:00:00,41.4066,-122.8991,13.78,3.55,Cascadia Zone,1.339,143.6,4.587,118,15.45,9.39,0.083,74
2019-03-03 11:00:00,27.2346,84.4455,23.19,5.35,Himalayan Belt,0.193,232.6,4.248,114,15.37,3.07,0.489,73
2019-03-03 20:00:00,48.8947,-121.2966,30.22,2.2,Cascadia Zone,0.392,276.1,4.456,69,19.16,10.95,0.286,50
2019-03-05 00:00:00,50.0997,-168.5685,55.81,2.94,Aleutian Arc,0.989,34.2,4.967,8,1.1,4.94,0.417,22
2019-03-05 01:00:00,53.2101,-166.3829,72.36,2.82,Aleutian Arc,1.131,158.2,2.977,17,12.67,5.67,0.174,78
2019-03-05 05:00:00,39.8928,32.7758,23.54,2.08,Anatolian Fault,0.67,223.9,0.731,48,5.29,9.72,0.46,15
2019-03-05 09:00:00,48.5663,-173.4333,55.61,2.06,Aleutian Arc,0.291,33.4,4.855,56,17.19,5.44,0.031,56
2019-03-05 14:00:00,24.6063,77.4833,31.79,3.67,Himalayan Belt,0.615,25.5,4.199,94,1.36,5.54,0.478,33
2019-03-05 18:00:00,1.4146,100.861,58.64,4.83,Sumatra Fault,0.197,53.3,0.101,15,13.69,1.16,0.166,68
2019-03-06 03:00:00,53.9749,-172.1797,64.16,3.49,Aleutian Arc,0.721,159.3,3.747,81,9.58,9.82,0.139,20
2019-03-06 11:00:00,25.9285,153.4281,44.07,3.33,Pacific Ring,0.772,218.9,4.661,24,10.36,2.45,0.227,18
2019-03-07 00:00:00,16.6275,-57.8813,11.24,3.9,Caribbean Arc,0.584,121.7,0.537,24,19.13,9.04,0.242,61
2019-03-08 08:00:00,36.7472,29.3746,8.64,3.95,Anatolian Fault,0.609,273.7,2.256,30,3.98,6.18,0.287,33
2019-03-08 12:00:00,41.2581,36.4029,26.98,2.23,Anatolian Fault,0.123,63.5,1.327,87,9.57,11.39,0.248,45
2019-03-08 17:00:00,32.4307,-92.1033,18.75,2.01,New Madrid Zone,0.402,113.0,1.823,16,9.42,6.05,0.316,69
2019-03-08 21:00:00,40.1105,37.422,20.27,2.83,Anatolian Fault,1.19,248.4,2.309,15,2.6,1.81,0.194,15
2019-03-08 22:00:00,-0.3274,98.3148,32.99,3.35,Sumatra Fault,1.05,342.4,4.158,23,10.46,6.39,0.496,77
2019-03-09 20:00:00,26.8656,151.3634,35.0,2.13,Pacific Ring,0.771,312.9,2.836,83,6.85,8.61,0.229,53
2019-03-09 21:00:00,32.3184,-87.3566,8.21,2.68,New Madrid Zone,0.868,58.3,0.125,10,19.09,2.22,0.357,8
2019-03-10 04:00:00,11.7329,-58.7486,36.64,2.4,Caribbean Arc,0.818,91.4,4.355,33,6.35,13.34,0.111,71
2019-03-10 17:00:00,41.3153,-125.4611,30.51,3.22,Cascadia Zone,0.117,106.8,0.696,105,17.67,12.65,0.056,13
2019-03-10 20:00:00,29.7515,81.3308,20.76,4.82,Himalayan Belt,0.136,26.7,3.115,81,6.29,4.87,0.176,55
2019-03-10 22:00:00,17.7212,-58.4931,35.28,2.13,Caribbean Arc,1.266,258.0,4.032,118,17.3,7.85,0.162,46
2019-03-12 14:00:00,48.1016,-124.9441,12.9,2.94,Cascadia Zone,0.219,193.9,1.641,91,6.35,14.68,0.382,7
2019-03-13 04:00:00,56.6713,-172.1863,60.47,3.01,Aleutian Arc,0.142,302.8,2.493,52,15.28,0.59,0.385,34
2019-03-13 11:00:00,50.4831,-126.1707,30.62,2.53,Cascadia Zone,0.482,317.6,4.126,6,3.03,10.16,0.166,73
2019-03-13 13:00:00,38.5012,35.443,18.27,2.31,Anatolian Fault,0.696,269.3,3.029,84,5.72,7.27,0.032,65
2019-03-14 13:00:00,33.2191,-84.8848,10.36,2.0,New Madrid Zone,1.457,122.2,3.072,88,12.97,5.73,0.221,67
2019-03-15 01:00:00,29.8095,148.2947,35.32,3.12,Pacific Ring,1.194,176.8,4.96,7,3.88,10.38,0.351,47
2019-03-15 11:00:00,35.9527,33.9969,15.31,2.01,Anatolian Fault,0.259,298.1,1.3,37,19.2,5.75,0.015,24
2019-03-16 00:00:00,50.4409,-123.6405,24.02,2.12,Cascadia Zone,0.679,88.0,4.384,23,9.17,9.12,0.349,32
2019-03-16 03:00:00,49.4848,-117.4555,31.51,3.36,Cascadia Zone,0.202,35.7,3.064,9,14.81,10.72,0.049,72
2019-03-16 10:00:00,28.8152,146.7584,41.69,3.48,Pacific Ring,0.322,45.4,4.561,31,6.95,4.28,0.213,57
2019-03-16 18:00:00,49.0336,-174.0486,47.14,2.89,Aleutian Arc,1.406,213.5,4.426,22,2.96,12.72,0.288,75
2019-03-16 21:00:00,26.8378,154.3336,38.84,2.82,Pacific Ring,1.122,323.9,0.334,64,17.55,14.29,0.045,63
2019-03-16 23:00:00,34.8742,37.3649,26.16,3.88,Anatolian Fault,1.227,300.5,1.453,114,1.09,2.33,0.273,47
2019-03-17 01:00:00,47.2086,-118.6181,31.85,3.4,Cascadia Zone,0.373,310.8,0.575,83,10.72,6.38,0.226,75
2019-03-17 01:00:00,34.4428,36.3414,20.45,3.27,Anatolian Fault,0.881,195.1,3.102,102,15.31,8.25,0.448,30
2019-03-17 08:00:00,39.3888,-90.3313,16.41,2.8,New Madrid Zone,0.274,133.9,0.696,119,1.08,6.67,0.232,26
2019-03-18 01:00:00,34.5788,34.5824,25.48,3.11,Anatolian Fault,0.563,285.7,2.166,34,18.66,9.6,0.405,4
2019-03-18 23:00:00,13.3115,-63.4201,28.71,2.58,Caribbean Arc,1.162,258.8,4.435,68,5.66,12.97,0.147,53
2019-03-19 01:00:00,10.2551,-58.4234,11.53,2.68,Caribbean Arc,1.423,258.4,2.32,114,14.45,14.28,0.355,8
2019-03-20 03:00:00,43.2294,-120.7288,17.09,2.35,Cascadia Zone,0.36,222.4,4.53,46,2.52,1.95,0.468,43
2019-03-21 09:00:00,10.5544,-63.0249,13.91,4.98,Caribbean Arc,0.301,226.6,2.614,71,8.78,7.06,0.392,19
2019-03-21 19:00:00,30.8306,86.9625,16.74,5.12,Himalayan Belt,0.387,33.8,4.612,92,1.16,9.54,0.069,60
2019-03-21 21:00:00,-3.7012,97.1103,57.43,3.11,Sumatra Fault,1.387,321.9,4.946,105,19.96,3.75,0.423,66
2019-03-22 10:00:00,-5.1421,99.3621,53.09,3.68,Sumatra Fault,1.317,64.5,0.555,45,17.74,10.46,0.203,15
2019-03-22 16:00:00,50.3488,-125.7586,13.61,5.43,Cascadia Zone,0.129,306.6,1.419,39,4.62,13.77,0.389,48
2019-03-22 22:00:00,-7.95,98.7691,50.47,2.63,Sumatra Fault,0.808,173.5,3.173,13,16.41,0.97,0.232,57
2019-03-23 15:00:00,36.3657,31.9962,13.68,2.08,Anatolian Fault,1.493,97.2,0.805,85,12.08,11.22,0.33,20
2019-03-23 16:00:00,37.1249,-86.3388,10.27,3.19,New Madrid Zone,0.876,200.4,4.445,108,9.8,0.47,0.424,3
2019-03-23 20:00:00,29.4526,153.074,27.18,3.83,Pacific Ring,1.094,283.7,4.27,63,6.64,11.61,0.167,14
2019-03-24 04:00:00,41.6953,-126.2871,20.64,2.28,Cascadia Zone,0.773,112.7,1.104,64,5.89,1.3,0.345,48
2019-03-24 04:00:00,40.3344,32.4988,25.02,4.1,Anatolian Fault,1.048,82.7,0.629,111,3.37,3.5,0.074,39
2019-03-24 07:00:00,0.6701,103.6927,40.68,2.8,Sumatra Fault,0.978,138.4,4.978,60,9.77,8.53,0.459,64
2019-03-24 15:00:00,48.8963,-165.8872,49.37,2.51,Aleutian Arc,1.356,91.8,3.187,106,0.79,12.45,0.211,53
2019-03-25 03:00:00,-5.4649,106.1898,48.45,2.02,Sumatra Fault,1.056,272.3,4.201,38,18.63,8.34,0.351,48
2019-03-25 05:00:00,35.1945,-86.1963,12.15,2.83,New Madrid Zone,0.928,81.4,1.665,103,4.22,1.16,0.044,75
2019-03-25 11:00:00,49.645,-171.9052,44.12,5.33,Aleutian Arc,0.333,80.0,3.652,107,7.93,2.13,0.297,19
2019-03-26 12:00:00,34.6445,149.3509,45.04,2.91,Pacific Ring,1.332,43.7,3.417,100,16.66,9.86,0.133,43
2019-03-26 16:00:00,45.2651,-123.6245,12.99,2.73,Cascadia Zone,0.647,71.6,1.727,9,0.22,13.06,0.324,48
2019-03-27 21:00:00,23.9111,84.6876,22.97,3.75,Himalayan Belt,0.55,173.6,4.717,112,4.22,5.44,0.083,42
2019-03-28 00:00:00,48.8573,-173.0077,73.89,2.42,Aleutian Arc,0.225,149.7,0.344,62,18.39,11.83,0.03,26
2019-03-28 08:00:00,46.1032,-118.5942,27.83,4.37,Cascadia Zone,0.502,165.6,2.621,33,7.69,10.34,0.326,11
2019-03-29 20:00:00,14.2773,-62.6024,30.89,6.51,Caribbean Arc,0.44,131.3,2.335,85,7.11,1.65,0.368,64
2019-03-29 21:00:00,-0.509,102.7174,35.93,3.64,Sumatra Fault,1.191,285.5,4.113,59,3.93,1.59,0.374,71
2019-03-29 23:00:00,22.2213,83.4071,27.42,2.38,Himalayan Belt,1.016,157.4,0.906,84,11.34,12.89,0.068,63
2019-03-30 07:00:00,29.8204,146.961,38.32,2.4,Pacific Ring,0.823,21.8,0.048,30,0.83,1.71,0.176,64
2019-03-30 20:00:00,33.1161,150.023,49.86,3.32,Pacific Ring,0.799,288.4,1.099,88,0.77,14.15,0.335,15
2019-03-31 16:00:00,36.3055,34.0023,20.69,2.41,Anatolian Fault,1.17,328.7,0.274,20,12.88,12.09,0.398,58
2019-03-31 21:00:00,29.0596,150.3439,48.62,2.14,Pacific Ring,1.448,335.9,0.894,21,8.48,0.84,0.331,8
2019-04-01 03:00:00,30.7031,145.5358,24.21,3.17,Pacific Ring,0.806,199.8,1.425,114,16.87,10.86,0.048,11
2019-04-01 17:00:00,33.9653,152.9765,33.97,3.64,Pacific Ring,0.119,208.1,4.068,54,11.43,6.39,0.262,71
2019-04-01 18:00:00,30.9428,77.4249,34.22,3.15,Himalayan Belt,0.157,65.8,1.366,106,17.13,1.05,0.152,71
2019-04-02 04:00:00,27.3723,151.4275,21.56,2.38,Pacific Ring,0.382,245.3,4.131,87,12.95,13.76,0.039,15
2019-04-02 06:00:00,30.5203,85.4689,34.83,4.1,Himalayan Belt,0.643,231.5,4.375,80,16.8,7.16,0.361,78
2019-04-02 08:00:00,47.1577,-121.9665,17.35,2.12,Cascadia Zone,1.136,99.6,4.15,51,8.35,13.04,0.115,17
2019-04-02 12:00:00,41.1204,-119.2615,28.84,3.0,Cascadia Zone,1.329,176.8,0.874,54,3.98,5.7,0.253,30
2019-04-04 02:00:00,30.6446,149.6239,45.42,2.03,Pacific Ring,1.334,39.5,1.143,45,15.04,8.45,0.478,20
2019-04-04 11:00:00,47.6401,-123.6163,33.39,4.92,Cascadia Zone,0.155,264.6,4.14,116,17.81,9.05,0.27,5
2019-04-04 14:00:00,32.2491,153.9476,23.53,7.55,Pacific Ring,0.116,349.1,1.413,81,3.62,8.75,0.453,27
2019-04-04 15:00:00,30.2832,81.7342,39.88,3.57,Himalayan Belt,1.428,40.1,4.492,40,10.05,6.39,0.094,30
2019-04-04 18:00:00,-3.6779,99.6243,41.53,2.71,Sumatra Fault,1.365,312.2,3.8,51,7.47,10.78,0.308,49
2019-04-04 23:00:00,16.7771,-62.701,15.75,3.78,Caribbean Arc,1.302,145.5,3.787,34,13.09,3.27,0.021,65
2019-04-05 05:00:00,-6.3871,98.8982,27.09,3.16,Sumatra Fault,0.776,246.2,2.981,38,8.34,5.16,0.428,35
2019-04-05 12:00:00,53.9605,-174.9999,42.63,2.21,Aleutian Arc,1.305,321.9,3.778,72,4.69,4.19,0.162,62
2019-04-05 13:00:00,31.5987,82.6156,29.08,2.61,Himalayan Belt,1.434,251.7,2.842,77,16.82,9.57,0.066,56
2019-04-05 15:00:00,23.0672,77.0024,35.91,2.99,Himalayan Belt,0.426,287.6,2.514,85,9.11,3.64,0.485,46
2019-04-05 17:00:00,18.859,-65.9969,30.64,3.75,Caribbean Arc,0.785,49.5,3.736,102,2.25,12.27,0.388,29
2019-04-05 19:00:00,-3.7929,97.748,35.02,2.77,Sumatra Fault,0.211,162.6,2.248,110,2.64,9.26,0.167,12
2019-04-06 08:00:00,38.566,34.202,13.27,2.68,Anatolian Fault,1.325,181.0,1.133,9,13.55,3.3,0.495,44
2019-04-06 08:00:00,31.0848,-87.1256,7.93,2.79,New Madrid Zone,0.133,179.5,2.13,53,4.26,14.21,0.012,71
2019-04-06 12:00:00,-1.4284,97.3243,27.65,3.02,Sumatra Fault,1.185,274.9,3.553,108,2.9,3.96,0.134,63
2019-04-06 18:00:00,27.2903,151.359,28.53,3.27,Pacific Ring,1.199,56.6,4.477,101,13.61,1.1,0.112,69
2019-04-06 19:00:00,38.9393,31.1302,29.92,2.08,Anatolian Fault,1.339,118.1,4.101,43,16.26,10.32,0.24,43
2019-04-07 00:00:00,27.5646,148.5532,40.22,2.08,Pacific Ring,1.233,68.5,1.72,104,3.18,1.33,0.247,26
2019-04-07 03:00:00,52.172,-169.0648,59.32,2.02,Aleutian Arc,0.187,207.8,3.23,23,6.73,5.01,0.412,17
2019-04-07 10:00:00,43.994,-123.4128,30.11,2.39,Cascadia Zone,1.44,22.9,4.989,82,16.59,4.49,0.017,59
2019-04-08 13:00:00,28.7025,78.879,33.74,2.49,Himalayan Belt,0.538,79.0,4.511,50,4.98,6.78,0.167,60
2019-04-08 23:00:00,-7.3179,97.783,44.47,3.22,Sumatra Fault,1.143,233.3,4.617,24,15.05,1.35,0.287,45
2019-04-09 00:00:00,40.0956,-91.3037,17.3,9.5,New Madrid Zone,0.471,238.7,4.828,110,10.11,11.95,0.077,78
2019-04-09 15:00:00,17.1956,-64.9255,35.38,3.6,Caribbean Arc,0.303,124.4,4.881,34,9.18,0.55,0.205,46
2019-04-09 19:00:00,38.9124,-93.3631,10.36,6.55,New Madrid Zone,0.844,266.2,1.958,51,1.36,2.93,0.441,66
2019-04-10 08:00:00,25.7215,147.5471,43.3,3.79,Pacific Ring,0.359,141.2,0.324,88,13.43,12.9,0.221,52
2019-04-10 13:00:00,56.2144,-174.6126,54.79,2.61,Aleutian Arc,0.63,344.6,3.619,39,12.15,3.78,0.309,72
2019-04-10 17:00:00,19.9168,-61.9519,13.2,4.07,Caribbean Arc,1.099,79.1,0.094,23,7.6,1.69,0.107,61
2019-04-11 03:00:00,42.596,-124.4502,34.04,4.51,Cascadia Zone,0.902,87.2,2.755,47,7.31,9.56,0.133,34
2019-04-11 14:00:00,1.0944,102.6397,54.2,3.39,Sumatra Fault,1.315,48.8,2.249,32,10.8,4.57,0.364,75
2019-04-12 04:00:00,43.7639,36.3031,8.35,4.45,Anatolian Fault,0.781,187.0,0.308,19,8.52,9.68,0.14,43
2019-04-12 05:00:00,27.8183,147.0043,39.7,5.06,Pacific Ring,0.9,194.7,3.212,72,5.53,10.4,0.144,53
2019-04-12 11:00:00,41.9784,37.2526,19.69,2.82,Anatolian Fault,0.732,324.8,1.971,29,6.81,7.77,0.303,36
2019-04-12 17:00:00,39.337,32.5255,8.81,2.36,Anatolian Fault,1.314,217.6,3.821,115,12.92,14.74,0.163,17
2019-04-13 06:00:00,27.8425,77.4838,42.61,2.18,Himalayan Belt,0.32,184.2,4.086,35,2.93,6.21,0.491,3
2019-04-13 14:00:00,43.4756,36.2425,29.39,2.24,Anatolian Fault,0.124,259.2,3.224,25,15.84,4.56,0.076,35
2019-04-13 20:00:00,57.4545,-174.6865,75.52,2.57,Aleutian Arc,0.243,274.7,2.35,100,4.6,10.21,0.068,9
2019-04-14 02:00:00,26.4915,81.4012,17.73,3.52,Himalayan Belt,0.376,156.2,1.147,72,7.49,6.79,0.273,18
2019-04-14 14:00:00,27.3416,145.895,22.77,3.42,Pacific Ring,1.409,190.4,2.306,54,13.88,6.84,0.073,70
2019-04-14 18:00:00,13.4388,-63.6999,19.3,2.7,Caribbean Arc,0.951,311.8,2.981,56,15.96,11.25,0.19,49
2019-04-14 20:00:00,47.761,-124.6245,24.48,2.36,Cascadia Zone,1.246,129.9,4.072,29,7.18,1.63,0.253,32
2019-04-14 21:00:00,25.1057,151.7352,32.71,2.86,Pacific Ring,0.872,343.1,0.376,37,4.94,3.8,0.196,65
2019-04-15 08:00:00,-7.1832,104.0846,51.0,2.98,Sumatra Fault,0.855,185.9,2.384,57,2.31,2.83,0.058,21
2019-04-15 17:00:00,43.7405,-124.1267,12.06,2.17,Cascadia Zone,0.111,35.6,3.496,76,18.91,6.09,0.228,8
2019-04-16 06:00:00,13.8853,-57.3427,31.73,2.62,Caribbean Arc,0.598,113.8,0.889,90,5.12,6.87,0.199,78
2019-04-16 07:00:00,39.6298,29.8718,25.61,6.3,Anatolian Fault,0.362,170.1,3.741,37,0.5,8.16,0.479,33
2019-04-16 10:00:00,36.8373,-87.6247,6.89,2.51,New Madrid Zone,1.478,199.3,1.583,81,13.22,5.28,0.497,65
2019-04-17 01:00:00,34.0355,-87.2569,11.28,2.15,New Madrid Zone,0.952,249.2,0.489,97,16.5,10.87,0.345,20
2019-04-17 11:00:00,12.9696,-60.3932,36.5,2.21,Caribbean Arc,1.039,38.5,3.372,41,7.22,6.14,0.181,67
2019-04-17 13:00:00,31.9853,145.9949,22.66,3.58,Pacific Ring,0.726,342.3,4.101,102,17.23,9.33,0.375,30
2019-04-18 00:00:00,40.7968,31.5122,14.91,3.38,Anatolian Fault,0.688,82.1,0.051,116,8.69,14.54,0.079,48
2019-04-18 07:00:00,18.2004,-56.7702,22.93,7.02,Caribbean Arc,1.1,196.2,4.086,59,15.7,13.96,0.369,62
2019-04-18 17:00:00,45.8282,-123.4431,18.05,3.39,Cascadia Zone,1.093,328.6,2.83,75,1.47,12.98,0.15,50
2019-04-19 02:00:00,39.0614,32.3951,10.32,3.23,Anatolian Fault,0.967,234.6,0.769,12,15.64,6.95,0.039,79
2019-04-19 06:00:00,46.7695,-119.9933,16.78,5.76,Cascadia Zone,0.718,79.4,4.376,30,0.79,0.68,0.213,43
2019-04-19 08:00:00,41.2443,-122.8825,18.32,3.33,Cascadia Zone,0.927,321.4,3.991,110,19.57,0.26,0.315,34
2019-04-19 13:00:00,55.0932,-166.4543,64.29,2.02,Aleutian Arc,0.197,208.2,3.785,17,16.78,8.38,0.348,77
2019-04-19 13:00:00,28.3675,78.0111,31.44,3.05,Himalayan Belt,0.648,293.0,0.751,54,18.66,7.61,0.365,66
2019-04-20 05:00:00,22.5046,79.9048,40.54,2.13,Himalayan Belt,0.694,298.0,1.282,119,7.17,5.86,0.07,55
2019-04-20 09:00:00,47.4323,-124.0493,34.81,2.41,Cascadia Zone,0.778,126.6,4.621,55,8.26,9.43,0.05,61
2019-04-20 22:00:00,40.8446,-92.9555,5.71,2.06,New Madrid Zone,0.911,186.8,1.757,15,4.75,2.84,0.375,63
2019-04-21 09:00:00,1.2097,99.9267,26.98,4.98,Sumatra Fault,0.631,195.2,4.88,66,9.01,8.8,0.486,65
2019-04-21 12:00:00,-1.3266,103.3654,51.6,3.43,Sumatra Fault,0.508,74.5,4.607,65,19.53,6.79,0.281,63
2019-04-21 13:00:00,34.8839,-85.5543,5.07,2.88,New Madrid Zone,1.141,34.2,4.159,101,16.67,2.37,0.319,4
2019-04-22 05:00:00,25.7146,145.3929,37.26,3.6,Pacific Ring,0.805,308.1,3.811,31,6.76,4.66,0.363,77
2019-04-22 10:00:00,18.1838,-65.8297,27.46,4.55,Caribbean Arc,0.357,274.9,1.283,27,7.62,5.95,0.438,50
2019-04-22 11:00:00,46.304,-121.5353,31.79,3.71,Cascadia Zone,1.245,339.8,3.586,95,5.4,14.88,0.096,60
2019-04-22 11:00:00,37.5482,30.9461,24.94,2.72,Anatolian Fault,0.353,112.6,0.017,113,8.66,1.33,0.091,27
2019-04-23 05:00:00,16.2754,-65.9621,21.41,2.41,Caribbean Arc,0.452,331.0,2.437,102,4.36,2.7,0.446,41
2019-04-23 09:00:00,41.5328,37.5668,8.51,2.93,Anatolian Fault,0.881,173.9,2.883,68,19.21,8.33,0.425,27
2019-04-23 21:00:00,34.0736,146.8297,33.44,2.29,Pacific Ring,1.269,213.1,1.564,33,4.34,8.36,0.368,22
2019-04-24 01:00:00,31.2157,-87.2711,14.13,3.25,New Madrid Zone,0.417,162.1,0.488,13,1.86,8.64,0.205,25
2019-04-25 07:00:00,-1.9942,106.16,42.8,2.0,Sumatra Fault,1.391,25.6,1.98,95,16.78,7.22,0.124,49
2019-04-25 10:00:00,31.3123,145.387,22.5,2.01,Pacific Ring,0.356,300.8,0.934,81,2.46,8.94,0.223,34
2019-04-25 12:00:00,38.7445,30.6999,22.6,2.56,Anatolian Fault,0.672,271.9,2.384,39,16.65,13.24,0.222,31
